date,precipitation,temp_max,temp_min,wind,weather_fog,weather_rain,weather_snow,weather_sun
2012-02-20,-0.004407352875111673,7.8,1.7,-0.23733973298143896,0,1,0,0
2012-02-21,-0.3338518554607862,10.0,7.8,2.963032276398693,0,1,0,0
2012-02-22,0.8341786537066053,10.0,2.8,1.8498594035708211,0,1,0,0
2012-02-23,-0.4536498564010315,8.3,2.8,0.45839331253598103,0,0,0,1
2012-02-24,1.2534716569974638,6.7,4.4,0.18010009432901308,0,1,0,0
2012-02-25,-0.4536498564010315,7.2,2.8,2.197725926329531,0,1,0,0
2012-02-26,-0.2589781048731329,5.0,-1.1,0.11052678977727104,0,0,1,0
2012-02-27,-0.4536498564010315,6.7,-2.2,-0.16776642842969688,0,0,0,1
2012-02-28,0.0854411478300723,6.7,-0.6,0.6671132261912072,0,0,1,0
2012-02-29,-0.3338518554607862,5.0,1.1,2.615165753639983,0,0,1,0
2012-03-01,-0.4536498564010315,6.1,1.1,-0.09819312387795483,0,0,0,1
2012-03-02,-0.1541548540504183,6.7,3.9,1.2932729671568848,0,1,0,0
2012-03-03,-0.4536498564010315,12.2,6.7,2.615165753639983,0,0,0,1
2012-03-04,-0.4536498564010315,10.6,6.7,1.6411394899155947,0,1,0,0
2012-03-05,0.5796079017085841,7.8,1.1,2.058579317226047,0,1,0,0
2012-03-06,-0.37877610581337817,6.7,0.0,-0.37648634208492276,0,0,1,0
2012-03-07,-0.4536498564010315,8.9,-1.7,-0.37648634208492276,0,0,0,1
2012-03-08,-0.4536498564010315,15.6,0.6,-0.5156329511884069,0,0,0,1
2012-03-09,0.0854411478300723,9.4,5.0,-0.306913037533181,0,1,0,0
2012-03-10,1.1037241558221573,7.2,6.1,0.11052678977727104,0,1,0,0
2012-03-11,1.5978909097006688,6.7,2.8,1.780286099019079,0,1,0,0
2012-03-12,2.4364769162823863,8.3,0.6,2.058579317226047,0,0,1,0
2012-03-13,0.9539766546468507,5.6,0.6,1.4324195762603689,0,0,1,0
2012-03-14,0.8341786537066053,7.8,1.1,1.0149797489499173,0,1,0,0
2012-03-15,3.125315421688796,11.1,5.6,1.780286099019079,0,0,1,0
2012-03-16,0.804229153471544,8.9,3.9,1.2932729671568848,0,1,0,0
2012-03-17,0.9539766546468507,10.0,0.6,0.38882000798423894,0,0,1,0
2012-03-18,0.0854411478300723,5.0,-0.6,-0.37648634208492276,0,1,0,0
2012-03-19,-0.1541548540504183,7.2,-1.1,-0.16776642842969688,0,1,0,0
2012-03-20,0.0854411478300723,7.8,2.2,2.197725926329531,0,1,0,0
2012-03-21,-0.2589781048731329,8.9,1.1,-0.5156329511884069,0,1,0,0
2012-03-22,0.16031489841772553,10.0,1.7,-0.7939261693953747,0,1,0,0
2012-03-23,-0.4536498564010315,12.2,0.6,-0.306913037533181,0,0,0,1
2012-03-24,-0.4536498564010315,15.0,3.3,1.3628462717086272,0,0,0,1
2012-03-25,-0.4536498564010315,13.3,2.2,-0.37648634208492276,0,1,0,0
2012-03-26,-0.4536498564010315,12.8,6.1,0.736686530742949,0,0,0,0
2012-03-27,0.2651381492404402,14.4,6.7,0.38882000798423894,0,1,0,0
2012-03-28,-0.2589781048731329,10.6,7.2,1.8498594035708211,0,1,0,0
2012-03-29,3.649431675802369,10.0,6.1,0.8062598352946913,0,1,0,0
2012-03-30,0.38493615018068544,9.4,5.0,1.0149797489499173,0,1,0,0
2012-03-31,1.5230171591130155,10.0,2.8,0.11052678977727104,0,1,0,0
2012-04-01,-0.2290286046380716,8.9,4.4,2.4760191445364987,0,1,0,0
2012-04-02,-0.4536498564010315,16.7,4.4,-0.09819312387795483,0,0,0,1
2012-04-03,-0.2290286046380716,11.7,3.3,-0.09819312387795483,0,1,0,0
2012-04-04,-0.4536498564010315,10.6,2.8,-0.7939261693953747,0,0,0,1
2012-04-05,0.23518864900537884,9.4,2.8,-1.0026460830506008,0,0,1,0
2012-04-06,-0.40872560604843955,11.1,3.3,-0.4460596466366648,0,1,0,0
2012-04-07,-0.4536498564010315,16.1,1.7,0.736686530742949,0,0,0,1
2012-04-08,-0.4536498564010315,21.1,7.2,0.5975399216394648,0,0,0,1
2012-04-09,-0.4536498564010315,20.0,6.1,-0.7939261693953747,0,0,0,1
2012-04-10,-0.4536498564010315,17.8,8.9,-0.02861981932621277,0,1,0,0
2012-04-11,-0.10923060369782632,11.1,7.2,-0.4460596466366648,0,1,0,0
2012-04-12,-0.37877610581337817,13.9,5.6,-0.4460596466366648,0,1,0,0
2012-04-13,-0.4536498564010315,15.0,3.9,0.5279666170877231,0,0,0,0
2012-04-14,-0.4536498564010315,15.6,3.3,-0.16776642842969688,0,0,0,1
2012-04-15,-0.4536498564010315,16.1,7.2,-0.23733973298143896,0,1,0,0
2012-04-16,0.7593049031189519,13.3,6.7,1.780286099019079,0,1,0,0
2012-04-17,-0.18410435428547958,10.0,4.4,-0.8634994739471168,0,1,0,0
2012-04-18,-0.18410435428547958,13.3,7.2,0.45839331253598103,0,1,0,0
2012-04-19,1.1785979064098107,13.9,5.0,-0.4460596466366648,0,1,0,0
2012-04-20,0.534683651355992,13.3,6.7,-0.37648634208492276,0,1,0,0
2012-04-21,-0.4536498564010315,20.0,4.4,-0.654779560291891,0,0,0,1
2012-04-22,-0.4536498564010315,23.3,8.3,-0.4460596466366648,0,1,0,0
2012-04-23,-0.4536498564010315,21.7,8.9,0.18010009432901308,0,0,0,1
2012-04-24,0.19026439865278688,13.9,10.0,-0.306913037533181,0,1,0,0
2012-04-25,1.148648406174749,16.7,8.9,-0.4460596466366648,0,1,0,0
2012-04-26,0.11539064806513359,13.9,6.7,1.3628462717086272,0,1,0,0
2012-04-27,-0.3338518554607862,13.3,6.1,1.084553053501659,0,1,0,0
2012-04-28,-0.4536498564010315,16.1,8.3,-0.5156329511884069,0,0,0,0
2012-04-29,0.19026439865278688,15.6,8.9,-1.1417926921540849,0,1,0,0
2012-04-30,0.19026439865278688,12.8,7.2,3.310898799157403,0,1,0,0
2012-05-01,-0.37877610581337817,11.7,6.1,2.197725926329531,0,1,0,0
2012-05-02,-0.37877610581337817,13.3,5.6,-0.5156329511884069,0,1,0,0
2012-05-03,2.3166789153421408,11.1,7.2,0.11052678977727104,0,1,0,0
2012-05-04,-0.18410435428547958,12.2,6.1,0.9454064443981748,0,1,0,0
2012-05-05,-0.4536498564010315,13.3,5.0,-0.654779560291891,0,0,0,1
2012-05-06,-0.4536498564010315,17.8,5.0,-0.585206255740149,0,0,0,1
2012-05-07,-0.4536498564010315,23.9,6.1,-0.7243528648436327,0,0,0,1
2012-05-08,-0.4536498564010315,18.3,9.4,-0.16776642842969688,0,0,0,1
2012-05-09,-0.4536498564010315,13.3,6.7,0.45839331253598103,0,1,0,0
2012-05-10,-0.4536498564010315,14.4,3.9,-0.16776642842969688,0,0,0,1
2012-05-11,-0.4536498564010315,18.3,4.4,0.736686530742949,0,0,0,1
2012-05-12,-0.4536498564010315,24.4,6.7,0.11052678977727104,0,0,0,1
2012-05-13,-0.4536498564010315,25.6,9.4,0.6671132261912072,0,0,0,1
2012-05-14,-0.4536498564010315,26.7,12.8,0.38882000798423894,0,0,0,1
2012-05-15,-0.4536498564010315,24.4,9.4,0.5975399216394648,0,0,0,0
2012-05-16,-0.4536498564010315,19.4,9.4,0.18010009432901308,0,0,0,1
2012-05-17,-0.4536498564010315,17.8,6.7,-0.23733973298143896,0,1,0,0
2012-05-18,-0.4536498564010315,15.6,7.8,-0.09819312387795483,0,1,0,0
2012-05-19,-0.4536498564010315,19.4,7.2,-1.2113659967058268,0,0,0,1
2012-05-20,0.5047341511209308,14.4,11.7,-1.3505126058093109,0,1,0,0
2012-05-21,1.642815160053261,16.7,10.0,0.5279666170877231,0,1,0,0
2012-05-22,0.4598099007683388,12.8,8.9,1.084553053501659,0,1,0,0
2012-05-23,-0.40872560604843955,14.4,8.9,2.128152621777789,0,1,0,0
2012-05-24,-0.4536498564010315,17.2,8.9,0.040953485225528975,0,1,0,0
2012-05-25,-0.4536498564010315,22.2,8.9,-0.09819312387795483,0,1,0,0
2012-05-26,-0.4536498564010315,22.2,8.9,0.24967339888075515,0,0,0,1
2012-05-27,-0.4536498564010315,17.2,11.7,0.3192467034324972,0,0,0,1
2012-05-28,-0.4536498564010315,16.7,10.0,0.11052678977727104,0,1,0,0
2012-05-29,-0.4536498564010315,16.1,7.8,-1.0026460830506008,0,0,0,1
2012-05-30,-0.40872560604843955,18.9,11.1,-1.2113659967058268,0,1,0,0
2012-05-31,0.11539064806513359,17.8,12.2,-0.37648634208492276,0,1,0,0
2012-06-01,0.534683651355992,20.0,12.8,0.3192467034324972,0,1,0,0
2012-06-02,-0.40872560604843955,18.9,10.6,0.3192467034324972,0,1,0,0
2012-06-03,-0.4536498564010315,17.2,9.4,-0.23733973298143896,0,0,0,1
2012-06-04,-0.2589781048731329,12.8,8.9,-0.09819312387795483,0,1,0,0
2012-06-05,1.942310162403874,13.3,8.3,0.040953485225528975,0,1,0,0
2012-06-06,-0.4536498564010315,16.1,6.1,0.11052678977727104,0,0,0,1
2012-06-07,2.0171839129915274,16.1,8.9,0.18010009432901308,0,1,0,0
2012-06-08,-0.2290286046380716,15.0,8.3,-0.16776642842969688,0,1,0,0
2012-06-09,-0.4536498564010315,17.2,8.3,1.0149797489499173,0,1,0,0
2012-06-10,-0.4536498564010315,18.9,10.0,-0.23733973298143896,0,0,0,1
2012-06-11,-0.4536498564010315,23.3,10.0,-1.0026460830506008,0,1,0,0
2012-06-12,-0.3338518554607862,18.3,12.8,0.45839331253598103,0,1,0,0
2012-06-13,-0.4536498564010315,16.1,11.1,0.736686530742949,0,0,0,1
2012-06-14,-0.4536498564010315,17.2,10.0,-0.37648634208492276,0,0,0,1
2012-06-15,-0.4536498564010315,22.2,9.4,-1.072219387602343,0,0,0,1
2012-06-16,-0.4536498564010315,21.1,15.0,0.5975399216394648,0,1,0,0
2012-06-17,-0.4536498564010315,18.9,11.7,2.197725926329531,0,0,0,1
2012-06-18,-0.004407352875111673,17.2,10.0,0.38882000798423894,0,1,0,0
2012-06-19,-0.3039023552257249,19.4,10.0,-0.16776642842969688,0,1,0,0
2012-06-20,-0.4536498564010315,24.4,10.0,-0.16776642842969688,0,0,0,1
2012-06-21,-0.4536498564010315,23.9,11.7,-0.7939261693953747,0,0,0,1
2012-06-22,1.8973859120512822,13.9,11.7,-0.933072778498859,0,1,0,0
2012-06-23,0.8341786537066053,15.6,9.4,-0.5156329511884069,0,1,0,0
2012-06-24,-0.4536498564010315,19.4,9.4,-0.8634994739471168,0,0,0,0
2012-06-25,-0.37877610581337817,19.4,11.1,-0.09819312387795483,0,1,0,0
2012-06-26,-0.4536498564010315,18.3,10.6,0.11052678977727104,0,1,0,0
2012-06-27,-0.4536498564010315,22.8,8.9,-1.0026460830506008,0,0,0,1
2012-06-28,-0.4536498564010315,22.2,11.7,-0.5156329511884069,0,1,0,0
2012-06-29,-0.40872560604843955,21.7,15.0,-0.933072778498859,0,1,0,0
2012-06-30,-0.004407352875111673,20.0,13.3,-0.585206255740149,0,1,0,0
2012-07-01,-0.4536498564010315,20.0,12.2,-0.654779560291891,0,1,0,0
2012-07-02,-0.1541548540504183,18.9,11.7,-0.7939261693953747,0,1,0,0
2012-07-03,0.4148856504157468,18.3,10.6,1.919432708122563,0,1,0,0
2012-07-04,-0.4536498564010315,20.6,9.4,0.38882000798423894,0,0,0,1
2012-07-05,-0.4536498564010315,24.4,10.6,-0.09819312387795483,0,0,0,0
2012-07-06,-0.4536498564010315,25.0,11.1,-0.7939261693953747,0,0,0,1
2012-07-07,-0.4536498564010315,26.7,12.8,0.38882000798423894,0,0,0,1
2012-07-08,-0.4536498564010315,28.3,14.4,-0.306913037533181,0,1,0,0
2012-07-09,-0.2290286046380716,25.0,12.8,-0.8634994739471168,0,1,0,0
2012-07-10,-0.4536498564010315,23.9,11.1,-0.654779560291891,0,0,0,0
2012-07-11,-0.4536498564010315,27.8,13.3,-0.23733973298143896,1,0,0,0
2012-07-12,-0.4536498564010315,25.6,13.3,-0.37648634208492276,0,0,0,0
2012-07-13,-0.37877610581337817,23.3,13.9,-0.7243528648436327,0,1,0,0
2012-07-14,-0.4536498564010315,25.0,15.0,-0.7243528648436327,0,1,0,0
2012-07-15,-0.4536498564010315,18.9,13.3,0.38882000798423894,0,1,0,0
2012-07-16,-0.40872560604843955,26.1,13.3,-0.5156329511884069,0,1,0,0
2012-07-17,-0.4536498564010315,21.7,15.0,-0.4460596466366648,0,0,0,1
2012-07-18,-0.4536498564010315,21.1,14.4,-0.23733973298143896,0,0,0,1
2012-07-19,-0.4536498564010315,25.0,14.4,-0.7243528648436327,0,0,0,1
2012-07-20,1.8225121614636288,19.4,13.9,0.5279666170877231,0,1,0,0
2012-07-21,-0.4536498564010315,23.9,13.9,-0.654779560291891,0,0,0,1
2012-07-22,-0.3039023552257249,20.6,12.2,0.45839331253598103,0,1,0,0
2012-07-23,-0.4536498564010315,18.9,11.1,0.040953485225528975,0,1,0,0
2012-07-24,-0.4536498564010315,23.3,12.2,0.736686530742949,0,0,0,1
2012-07-25,-0.4536498564010315,26.7,12.8,-0.4460596466366648,0,0,0,1
2012-07-26,-0.4536498564010315,25.6,12.8,-0.7243528648436327,0,0,0,0
2012-07-27,-0.4536498564010315,18.9,13.9,-0.306913037533181,0,0,0,0
2012-07-28,-0.4536498564010315,22.2,13.3,-1.072219387602343,0,0,0,0
2012-07-29,-0.4536498564010315,22.8,15.0,-0.8634994739471168,0,0,0,1
2012-07-30,-0.4536498564010315,19.4,13.3,-0.16776642842969688,0,0,0,1
2012-07-31,-0.4536498564010315,22.8,13.9,-0.306913037533181,0,0,0,1
2012-08-01,-0.4536498564010315,23.9,13.3,-0.7243528648436327,0,0,0,0
2012-08-02,-0.4536498564010315,23.3,12.2,-0.5156329511884069,0,0,0,1
2012-08-03,-0.4536498564010315,27.2,12.8,0.45839331253598103,0,0,0,1
2012-08-04,-0.4536498564010315,33.9,16.7,0.3192467034324972,0,0,0,1
2012-08-05,-0.4536498564010315,33.9,17.8,-0.933072778498859,0,0,0,1
2012-08-06,-0.4536498564010315,28.3,15.6,-0.5156329511884069,0,1,0,0
2012-08-07,-0.4536498564010315,21.1,15.0,-0.4460596466366648,0,0,0,0
2012-08-08,-0.4536498564010315,22.2,15.0,-0.09819312387795483,0,0,0,1
2012-08-09,-0.4536498564010315,24.4,14.4,0.38882000798423894,0,0,0,0
2012-08-10,-0.4536498564010315,25.6,12.2,-0.654779560291891,0,0,0,1
2012-08-11,-0.4536498564010315,28.3,13.3,-0.5156329511884069,0,0,0,1
2012-08-12,-0.4536498564010315,30.6,15.0,-0.16776642842969688,0,0,0,1
2012-08-13,-0.4536498564010315,30.6,15.0,-0.306913037533181,0,0,0,1
2012-08-14,-0.4536498564010315,28.9,13.9,-0.306913037533181,0,0,0,1
2012-08-15,-0.4536498564010315,31.1,16.7,1.0149797489499173,0,0,0,1
2012-08-16,-0.4536498564010315,34.4,18.3,-0.306913037533181,0,0,0,1
2012-08-17,-0.4536498564010315,32.8,16.1,-1.0026460830506008,0,0,0,1
2012-08-18,-0.4536498564010315,21.7,14.4,-0.16776642842969688,0,0,0,0
2012-08-19,-0.4536498564010315,23.3,15.0,-0.37648634208492276,0,0,0,0
2012-08-20,-0.4536498564010315,25.6,15.0,-0.933072778498859,0,0,0,1
2012-08-21,-0.4536498564010315,23.3,13.3,-0.16776642842969688,0,1,0,0
2012-08-22,-0.4536498564010315,22.2,13.3,-0.654779560291891,0,0,0,1
2012-08-23,-0.4536498564010315,21.1,13.9,0.38882000798423894,0,0,0,1
2012-08-24,-0.4536498564010315,22.2,10.0,0.040953485225528975,0,0,0,1
2012-08-25,-0.4536498564010315,26.1,11.7,-0.02861981932621277,0,0,0,1
2012-08-26,-0.4536498564010315,21.1,12.2,0.11052678977727104,0,0,0,1
2012-08-27,-0.4536498564010315,23.9,13.3,-1.0026460830506008,0,0,0,1
2012-08-28,-0.4536498564010315,22.8,12.2,-0.02861981932621277,0,0,0,1
2012-08-29,-0.4536498564010315,22.8,13.3,-0.585206255740149,0,0,0,1
2012-08-30,-0.4536498564010315,22.8,12.8,-0.933072778498859,0,0,0,1
2012-08-31,-0.4536498564010315,22.2,10.6,-0.23733973298143896,0,0,0,1
2012-09-01,-0.4536498564010315,21.7,10.6,-0.7939261693953747,0,0,0,1
2012-09-02,-0.4536498564010315,21.1,10.0,-0.8634994739471168,0,0,0,1
2012-09-03,-0.4536498564010315,22.8,12.8,0.040953485225528975,0,0,0,1
2012-09-04,-0.4536498564010315,24.4,11.1,-0.09819312387795483,0,0,0,1
2012-09-05,-0.4536498564010315,26.1,11.7,-0.4460596466366648,0,0,0,1
2012-09-06,-0.4536498564010315,28.3,14.4,0.6671132261912072,0,0,0,1
2012-09-07,-0.4536498564010315,32.2,13.3,-0.09819312387795483,0,0,0,1
2012-09-08,-0.4536498564010315,25.0,13.3,-0.16776642842969688,0,0,0,1
2012-09-09,-0.40872560604843955,18.9,13.9,1.223699662605143,0,1,0,0
2012-09-10,-0.40872560604843955,20.0,11.7,0.45839331253598103,0,1,0,0
2012-09-11,-0.4536498564010315,20.0,8.9,0.6671132261912072,0,0,0,1
2012-09-12,-0.4536498564010315,22.2,10.0,1.6411394899155947,0,0,0,1
2012-09-13,-0.4536498564010315,27.8,11.7,0.24967339888075515,0,0,0,1
2012-09-14,-0.4536498564010315,26.1,11.1,-1.2113659967058268,0,0,0,1
2012-09-15,-0.4536498564010315,22.2,11.1,-0.933072778498859,0,0,0,1
2012-09-16,-0.4536498564010315,24.4,9.4,-0.654779560291891,0,0,0,1
2012-09-17,-0.4536498564010315,27.8,11.7,-0.7243528648436327,1,0,0,0
2012-09-18,-0.4536498564010315,27.8,11.7,-1.280939301257569,0,0,0,1
2012-09-19,-0.4536498564010315,23.9,11.7,-0.933072778498859,0,0,0,0
2012-09-20,-0.4536498564010315,19.4,10.0,-0.5156329511884069,0,0,0,0
2012-09-21,-0.4536498564010315,16.1,12.8,-0.7939261693953747,0,0,0,0
2012-09-22,-0.40872560604843955,19.4,11.7,-1.4896592149127947,0,1,0,0
2012-09-23,-0.4536498564010315,19.4,10.0,-1.280939301257569,1,0,0,0
2012-09-24,-0.4536498564010315,21.1,10.0,-1.0026460830506008,1,0,0,0
2012-09-25,-0.4536498564010315,19.4,11.1,-1.072219387602343,0,0,0,1
2012-09-26,-0.4536498564010315,19.4,9.4,-1.072219387602343,0,0,0,0
2012-09-27,-0.4536498564010315,22.8,10.0,-1.072219387602343,0,0,0,0
2012-09-28,-0.4536498564010315,25.0,12.2,-1.4896592149127947,0,1,0,0
2012-09-29,-0.4536498564010315,20.6,12.2,0.736686530742949,0,0,0,1
2012-09-30,-0.4536498564010315,21.1,7.8,-0.09819312387795483,0,0,0,1
2012-10-01,-0.4536498564010315,23.3,8.9,-0.16776642842969688,0,0,0,1
2012-10-02,-0.4536498564010315,17.8,10.0,0.5975399216394648,0,0,0,1
2012-10-03,-0.4536498564010315,18.9,7.8,2.8238856672952086,0,0,0,1
2012-10-04,-0.4536498564010315,18.9,8.3,2.267299230881273,0,0,0,1
2012-10-05,-0.4536498564010315,21.7,8.9,1.710712794467337,0,0,0,1
2012-10-06,-0.4536498564010315,23.9,7.8,1.2932729671568848,0,0,0,1
2012-10-07,-0.4536498564010315,23.9,7.8,-1.3505126058093109,0,0,0,1
2012-10-08,-0.4536498564010315,21.1,7.8,-0.933072778498859,0,0,0,1
2012-10-09,-0.4536498564010315,16.1,8.9,-1.1417926921540849,0,0,0,0
2012-10-10,-0.4536498564010315,12.2,8.3,-1.280939301257569,0,0,0,0
2012-10-11,-0.4536498564010315,13.9,7.2,-1.3505126058093109,0,0,0,0
2012-10-12,-0.1541548540504183,13.9,8.9,0.9454064443981748,0,1,0,0
2012-10-13,0.2651381492404402,15.6,12.2,0.45839331253598103,0,1,0,0
2012-10-14,2.0171839129915274,17.8,13.3,0.11052678977727104,0,1,0,0
2012-10-15,0.7293554028838908,17.2,11.1,0.9454064443981748,0,1,0,0
2012-10-16,-0.4536498564010315,16.1,8.3,1.571566185363853,0,0,0,1
2012-10-17,-0.4536498564010315,14.4,6.1,-1.1417926921540849,0,0,0,1
2012-10-18,2.6610981680453465,17.8,6.7,-0.8634994739471168,0,1,0,0
2012-10-19,0.2651381492404402,15.0,9.4,1.4324195762603689,0,1,0,0
2012-10-20,-0.37877610581337817,11.1,6.1,1.710712794467337,0,1,0,0
2012-10-21,0.5047341511209308,11.7,4.4,-0.37648634208492276,0,1,0,0
2012-10-22,0.8791029040591973,7.8,3.3,-0.4460596466366648,0,1,0,0
2012-10-23,-0.4536498564010315,11.1,5.6,-0.16776642842969688,0,1,0,0
2012-10-24,0.6095574019436454,11.7,6.1,-0.7939261693953747,0,1,0,0
2012-10-25,-0.4536498564010315,11.7,6.7,-1.2113659967058268,0,0,0,1
2012-10-26,-0.2290286046380716,11.1,7.2,-0.5156329511884069,0,1,0,0
2012-10-27,3.005517420748551,14.4,9.4,1.2932729671568848,0,1,0,0
2012-10-28,0.4598099007683388,14.4,10.0,0.38882000798423894,0,1,0,0
2012-10-29,1.1785979064098107,15.6,10.0,1.1541263580534014,0,1,0,0
2012-10-30,4.712638934147046,15.0,12.2,-0.306913037533181,0,1,0,0
2012-10-31,1.7176889106409143,15.6,11.1,-0.37648634208492276,0,1,0,0
2012-11-01,0.9989009049994425,15.0,10.6,-0.16776642842969688,0,1,0,0
2012-11-02,0.38493615018068544,15.0,10.6,-1.559232519464537,0,1,0,0
2012-11-03,-0.37877610581337817,15.6,11.1,0.24967339888075515,0,1,0,0
2012-11-04,0.7593049031189519,17.8,12.8,0.38882000798423894,0,1,0,0
2012-11-05,-0.3338518554607862,15.0,7.8,0.5279666170877231,0,1,0,0
2012-11-06,-0.40872560604843955,12.8,6.7,0.18010009432901308,0,1,0,0
2012-11-07,-0.4536498564010315,12.2,3.9,0.11052678977727104,0,1,0,0
2012-11-08,-0.4536498564010315,10.0,1.1,0.11052678977727104,0,1,0,0
2012-11-09,-0.4536498564010315,8.9,1.1,-0.8634994739471168,0,1,0,0
2012-11-10,-0.4536498564010315,7.8,-0.6,-0.7243528648436327,0,0,0,1
2012-11-11,1.8225121614636288,8.9,1.1,-0.16776642842969688,0,1,0,0
2012-11-12,0.0854411478300723,12.8,6.1,-0.16776642842969688,0,1,0,0
2012-11-13,0.3400118998280935,11.1,7.8,-0.5156329511884069,0,1,0,0
2012-11-14,-0.3338518554607862,11.1,5.0,-0.4460596466366648,0,1,0,0
2012-11-15,-0.4536498564010315,9.4,2.8,-0.585206255740149,0,0,0,0
2012-11-16,0.38493615018068544,9.4,2.2,-1.1417926921540849,0,1,0,0
2012-11-17,0.4598099007683388,12.2,6.1,1.4324195762603689,0,1,0,0
2012-11-18,0.7293554028838908,10.0,6.1,1.1541263580534014,0,1,0,0
2012-11-19,7.647689957183056,13.3,8.3,1.919432708122563,0,1,0,0
2012-11-20,0.11539064806513359,11.1,7.2,0.6671132261912072,0,1,0,0
2012-11-21,1.2235221567624024,8.3,3.9,1.571566185363853,0,1,0,0
2012-11-22,-0.4536498564010315,8.9,2.8,-1.2113659967058268,0,1,0,0
2012-11-23,4.338270181208779,9.4,6.1,-0.585206255740149,0,1,0,0
2012-11-24,-0.4536498564010315,8.9,3.9,-1.4200859103610526,0,1,0,0
2012-11-25,-0.4536498564010315,8.3,1.1,0.24967339888075515,0,0,0,0
